paper_id,doi,title,authors,year,journal,source_db,category,is_fraud,fraud_confidence,fraud_types,retraction_date,retraction_reason,pubpeer_url,stat_audit_score,figure_forensics_score,methodology_score,citation_score,reproducibility_score,novelty_score,grim_score,sprite_score,granularity_score,pcurve_score,effect_size_score,retraction_score,cartel_score,llm_score,overall_risk_score,abstract_text,full_text_path,field_of_study,labeling_method,labeled_by,notes
SPB-0299,10.1080/16506073.2018.1560358,Psychological and pharmacological treatments for generalized anxiety disorder (GAD): a meta-analysis of randomized controlled trials.,"Carl Emily, Witcraft Sara M, Kauffman Brooke Y, Gillespie Eilis M, Becker Eni S, et al.",2020,Cognitive behaviour therapy,pubmed_clean,CLEAN,0,0.05,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,"The purpose of this meta-analysis was to provide updated pooled effect sizes of evidence-based psychotherapies and medications for generalized anxiety disorder (GAD) and to investigate potential moderators of outcomes. Seventy-nine randomized controlled trials (RCT) including 11,002 participants with a diagnosis of GAD were included in a meta-analysis that tested the efficacy of psychotherapies or medications for GAD. Psychotherapy showed a medium to large effect size (g = 0.76) and medication showed a small effect size (g = 0.38) on GAD outcomes. Psychotherapy also showed a medium effect on depression outcomes (g = 0.64) as did medications (g = 0.59). Younger age was associated with a larger effect size for psychotherapy (p < 0.05). There was evidence of publication bias in psychotherapy studies. This analysis found a medium to large effect for empirically supported psychotherapy interventions on GAD outcomes and a small effect for medications on GAD outcomes. Both groups showed a med",,medicine,auto_pubmed_clean,scipeerai_collector_v1,pmid:30760112
SPB-0300,10.3390/nu8080483,Effect of Probiotics on Depression: A Systematic Review and Meta-Analysis of Randomized Controlled Trials.,"Huang Ruixue, Wang Ke, Hu Jianan",2016,Nutrients,pubmed_clean,CLEAN,0,0.05,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,"It has been reported that gut probiotics play a major role in the bidirectional communication between the gut and the brain. Probiotics may be essential to people with depression, which remains a global health challenge, as depression is a metabolic brain disorder. However, the efficacy of probiotics for depression is controversial. This study aimed to systematically review the existing evidence on the effect of probiotics-based interventions on depression. Randomized, controlled trials, identified through screening multiple databases and grey literature, were included in the meta-analysis. The meta-analysis was performed using Review Manager 5.3 software using a fixed-effects model. The meta-analysis showed that probiotics significantly decreased the depression scale score (MD (depressive disorder) = -0.30, 95% CI (-0.51--0.09), p = 0.005) in the subjects. Probiotics had an effect on both the healthy population (MD = -0.25, 95% CI (-0.47--0.03), p = 0.03) and patients with major depre",,medicine,auto_pubmed_clean,scipeerai_collector_v1,pmid:27509521
SPB-0301,10.1016/j.jocn.2021.08.009,Effects of cognitive motor dual-task training on stroke patients: A RCT-based meta-analysis.,"Zhou Qiang, Yang Hongchang, Zhou Quanfu, Pan Hongyao",2021,Journal of clinical neuroscience : official journal of the Neurosurgical Society of Australasia,pubmed_clean,CLEAN,0,0.05,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,"Based on a randomized controlled trial (RCT), this meta-analysis aimed to comprehensively analyze the effects of cognitive motor dual-task training (CMDT) on stroke patients. The electronic databases PubMed, Embase, and the Cochrane Library were searched for papers on the influence of CMDT on stroke patients. Weighted mean difference (WMD) and 95% confidence interval (95% CI) were used as effect sizes. Cochran's Q and I<sup>2</sup> tests were performed for heterogeneity. Thirteen articles involving 326 patients were included in the study. The meta-analysis showed that CMDT significantly improved the walking balance of patients with stroke (P = 0.01). In addition, CMDT significantly improved the gait ability of patients with stroke (P < 0.0001). Furthermore, CMDT had a significant effect on the improvement of upper limb ability in patients with stroke (P < 0.00001). CMDT could significantly improve balance ability, gait, and upper limb function in patients with chronic stroke, which is ",,medicine,auto_pubmed_clean,scipeerai_collector_v1,pmid:34509248
SPB-0302,10.3390/nu14030679,Effect of Magnesium Supplementation on Inflammatory Parameters: A Meta-Analysis of Randomized Controlled Trials.,"Veronese Nicola, Pizzol Damiano, Smith Lee, Dominguez Ligia J, Barbagallo Mario",2022,Nutrients,pubmed_clean,CLEAN,0,0.05,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,"Magnesium (Mg) may have several beneficial effects on human health outcomes. One hypothesized mechanism eliciting such effects is the action of Mg on serum inflammatory parameters. However, studies on this topic to date have several important limitations. Therefore, the present systematic review and meta-analysis aimed to summarize the current state of the art of all randomized control trials (RCTs) investigating the effects of Mg supplementation versus placebo on serum parameters of inflammation. We searched several databases until 23 November 2021 for RCTs. Eligible studies were RCTs investigating the effect of oral Mg supplementation vs. placebo and having serum inflammatory markers as an outcome. Among 2484 papers initially screened, 17 randomized controlled trials (889 participants; mean age: 46 years; females: 62.5%) were included. Generally, a low risk of bias was present. In meta-analysis, Mg supplementation significantly decreased serum C reactive protein (CRP) and increased n",,medicine,auto_pubmed_clean,scipeerai_collector_v1,pmid:35277037
SPB-0303,10.1161/HYPERTENSIONAHA.116.07664,Effects of Magnesium Supplementation on Blood Pressure: A Meta-Analysis of Randomized Double-Blind Placebo-Controlled Trials.,"Zhang Xi, Li Yufeng, Del Gobbo Liana C, Rosanoff Andrea, Wang Jiawei, et al.",2016,"Hypertension (Dallas, Tex. : 1979)",pubmed_clean,CLEAN,0,0.05,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,"The antihypertensive effect of magnesium (Mg) supplementation remains controversial. We aimed to quantify the effect of oral Mg supplementation on blood pressure (BP) by synthesizing available evidence from randomized, double-blind, placebo-controlled trials. We searched trials of Mg supplementation on normotensive and hypertensive adults published up to February 1, 2016 from MEDLINE and EMBASE databases; 34 trials involving 2028 participants were eligible for this meta-analysis. Weighted mean differences of changes in BP and serum Mg were calculated by random-effects meta-analysis. Mg supplementation at a median dose of 368 mg/d for a median duration of 3 months significantly reduced systolic BP by 2.00 mm Hg (95% confidence interval, 0.43-3.58) and diastolic BP by 1.78 mm Hg (95% confidence interval, 0.73-2.82); these reductions were accompanied by 0.05 mmol/L (95% confidence interval, 0.03, 0.07) elevation of serum Mg compared with placebo. Using a restricted cubic spline curve, we ",,medicine,auto_pubmed_clean,scipeerai_collector_v1,pmid:27402922
SPB-0304,10.1016/j.neurom.2023.06.002,Transcutaneous Electrical Stimulation for Neurogenic Bladder After Spinal Cord Injury: A Systematic Review and Meta-Analysis.,"Jiang Yangyang, Li Xiang, Guo Suhui, Wei Zhengshu, Xu Senming, et al.",2024,Neuromodulation : journal of the International Neuromodulation Society,pubmed_clean,CLEAN,0,0.05,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,"This review aims to assess the efficacy of transcutaneous electrical nerve stimulation (TENS) for neurogenic bladder after spinal cord injury (SCI). A systematic search was conducted of seven electronic data bases from inception to Dec 31, 2022, to identify randomized controlled trials that studied TENS for neurogenic bladder after SCI. The primary outcomes were maximum cystometric capacity (MCC) and residual urine volume (RUV). Secondary outcomes included maximum detrusor pressure, flow rate, and bladder diary. Random effects models were used in all analyses. Eleven trials involving 881 participants were included. Meta-analysis showed that TENS in addition to conventional treatment had larger MCC (mean difference [MD] 50.55 ml, 95% CI 27.81-73.29, p＜0.0001) and lower RUV (MD -22.96 ml, 95% CI -33.45 to -12.47, p＜0.0001) than did conventional treatment only. Compared with magnetic stimulation, no differences were observed with TENS for MCC (MD -14.49 ml, 95% CI -48.97 to 19.98, p = 0.4",,medicine,auto_pubmed_clean,scipeerai_collector_v1,pmid:37642626
SPB-0305,10.1016/j.jad.2023.05.048,The efficacy and safety of transcutaneous auricular vagus nerve stimulation in the treatment of depressive disorder: A systematic review and meta-analysis of randomized controlled trials.,"Tan Chaoren, Qiao Meng, Ma Yue, Luo Yi, Fang Jiliang, et al.",2023,Journal of affective disorders,pubmed_clean,CLEAN,0,0.05,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,"Transcutaneous auricular vagus nerve stimulation (taVNS) is used for treating depression but the efficacy and safety have not been well assessed. This study was conducted to evaluate the efficacy and safety of taVNS in depression. The retrieval databases included English databases of PubMed, Web of Science, Embase, the Cochrane Library and PsycINFO, and Chinese databases of CNKI, Wanfang, VIP and Sino Med, and the retrieval period was from their inception to November 10, 2022. The clinical trial registers (ClinicalTrials.gov and Chinese Clinical Trial Registry) were also searched. Standardized mean difference and the risk ratio were used as the effect indicator and the effect size was represented by the 95 % confidence interval. Revised Cochrane risk-of-bias tool for randomized trials and the Grades of Recommendation, Assessment, Development and Evaluation system were used to assess the risk of bias and quality of evidence respectively. Totally, 12 studies of 838 participants were incl",,medicine,auto_pubmed_clean,scipeerai_collector_v1,pmid:37230264
SPB-0306,10.1007/s00455-023-10626-6,Neuromuscular Electrical Stimulation for Post-Stroke Dysphagia Treatment: A Systemic Evaluation and Meta-Analysis of Randomized Controlled Trials.,"Wang Zhenni, Xiao Zihao, Shen Qin, Zhao Na, Zhang Weiming",2024,Dysphagia,pubmed_clean,CLEAN,0,0.05,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,"Neuromuscular electrical stimulation (NMES) is a novel treatment method that stimulates patients' swallowing functions. This systemic review was designed to evaluate the impact of NMES on dysphagia in stroke patients. Databases including PubMed, Embase, Web of Science, and Cochrane Library were searched from the date of establishment to January 28th, 2022. Two investigators identified all included studies and compared the swallowing function after NMES treatment with traditional therapy (TT). The Cochrane risk bias assessment tool was utilized to analyze the quality of included studies. Research outcomes included Swallowing Quality of Life (SWAL-QoL), Penetration-Aspiration Scale (PAS), Functional Oral Intake Scale (FOIS), Dysphagia Outcomes and Severity Scale (DOSS), the Repeat Salivary Swallowing Test (RSST), and Water Swallowing Test (WST). We extracted the mean and standard deviation of specific outcomes at the baseline level and after the treatment in both NMES and TT groups for s",,medicine,auto_pubmed_clean,scipeerai_collector_v1,pmid:37914887
SPB-0307,10.1016/j.nrl.2017.07.009,Effectiveness of omega-3 fatty acid supplementation in patients with Alzheimer disease: A systematic review and meta-analysis.,"Araya-Quintanilla F, Gutiérrez-Espinoza H, Sánchez-Montoya U, Muñoz-Yañez M J, Baeza-Vergara A, et al.",2020,Neurologia,pubmed_clean,CLEAN,0,0.05,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,"Alzheimer disease (AD) is a neurodegenerative disease characterised by progressive dementia associated with global cognitive dysfunction. We conducted a systematic review and meta-analysis of clinical trials evaluating omega-3 supplementation in patients with AD. To determine if there is scientific evidence of the effectiveness of omega-3 supplementation in improving cognitive function in patients with AD. We included only randomised controlled trials (RCTs) from the following databases: Medline, Cochrane Central, Cinahl, and LILACS. An electronic search was also conducted using Google Scholar. Six articles met the eligibility criteria. The risk of bias was assessed following the Cochrane method. There is no consistent evidence to support the effectiveness of omega-3 supplementation in improving cognitive function in AD patients in the short and medium term.",,medicine,auto_pubmed_clean,scipeerai_collector_v1,pmid:28986068
SPB-0308,10.3389/fimmu.2023.1024120,Efficacy and safety of dietary polyphenols in rheumatoid arthritis: A systematic review and meta-analysis of 47 randomized controlled trials.,"Long Zhiyong, Xiang Wang, He Qi, Xiao Wei, Wei Huagen, et al.",2023,Frontiers in immunology,pubmed_clean,CLEAN,0,0.05,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,"To evaluate safety and efficacy of dietary polyphenols in the treatment of rheumatoid arthritis (RA). CNKI, Pubmed, Cochrane library, Embase were searched to collect randomized controlled trials (RCTs) of dietary polyphenols in the treatment of RA. The databases were searched from the time of their establishment to November 8nd, 2022. After 2 reviewers independently screened the literature, extracted data, and assessed the risk of bias of the included studies, Meta-analysis was performed using RevMan5.4 software. A total of 49 records (47 RCTs) were finally included, involving 3852 participants and 15 types of dietary polyphenols (Cinnamon extract, Cranberry extract, Crocus sativus L. extract, Curcumin, Garlic extract, Ginger extract, Hesperidin, Olive oil, Pomegranate extract, Puerarin, Quercetin, Resveratrol, Sesamin, Tea polyphenols, Total glucosides of paeony). Pomegranate extract, Resveratrol, Garlic extract, Puerarin, Hesperidin, Ginger extract, Cinnamon extract, Sesamin only inv",,medicine,auto_pubmed_clean,scipeerai_collector_v1,pmid:37033930
SPB-0309,10.3390/nu14142831,Inositol Nutritional Supplementation for the Prevention of Gestational Diabetes Mellitus: A Systematic Review and Meta-Analysis of Randomized Controlled Trials.,"Wei Jingshu, Yan Jie, Yang Huixia",2022,Nutrients,pubmed_clean,CLEAN,0,0.05,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,"This study was aimed at assessing the efficacy and safety of inositol nutritional supplementation during pregnancy for the prevention of GDM. PubMed, Embase, MEDLINE, and Cochrane library were systematically searched for randomized controlled trails (RCTs) in this field until May 2022. Primary outcomes were the incidence for GDM and plasma glucose levels by oral glucose tolerance test (OGTT). Pooled results were expressed as relative risk (RR) or mean difference (MD) with a 95% confidence interval (95% CI). Seven RCTs with 1321 participants were included in this study. Compared with the control group, 4 g myo-inositol (MI) supplementation per day significantly decreased the incidence of GDM (RR = 0.30, 95% CI (0.18, 0.49), p < 0.00001). It significantly decreased the plasma glucose levels of OGTT regarding fasting-glucose OGTT (MD = −4.20, 95% CI (−5.87, −2.54), p < 0.00001), 1-h OGTT (MD = −8.75, 95% CI (−12.42, −5.08), p < 0.00001), and 2-h OGTT (MD = −8.59, 95% CI (−11.81, −5.83), p",,medicine,auto_pubmed_clean,scipeerai_collector_v1,pmid:35889788
SPB-0310,10.1016/j.bja.2022.12.001,Effect of perioperative benzodiazepine use on intraoperative awareness and postoperative delirium: a systematic review and meta-analysis of randomised controlled trials and observational studies.,"Wang Eugene, Belley-Côté Emilie P, Young Jack, He Henry, Saud Haris, et al.",2023,British journal of anaesthesia,pubmed_clean,CLEAN,0,0.05,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,"Benzodiazepine use is associated with delirium, and guidelines recommend avoiding them in older and critically ill patients. Their perioperative use remains common because of perceived benefits. We searched CENTRAL, MEDLINE, CINAHL, PsycInfo, and Web of Science from inception to June 2021. Pairs of reviewers identified randomised controlled trials and prospective observational studies comparing perioperative use of benzodiazepines with other agents or placebo in patients undergoing surgery. Two reviewers independently abstracted data, which we combined using a random-effects model. Our primary outcomes were delirium, intraoperative awareness, and mortality. We included 34 randomised controlled trials (n=4354) and nine observational studies (n=3309). Observational studies were considered separately. Perioperative benzodiazepines did not increase the risk of delirium (n=1352; risk ratio [RR] 1.43; 95% confidence interval [CI]: 0.9-2.27; I<sup>2</sup>=72%; P=0.13; very low-quality evidenc",,medicine,auto_pubmed_clean,scipeerai_collector_v1,pmid:36621439
