paper_id,doi,title,authors,year,journal,source_db,category,is_fraud,fraud_confidence,fraud_types,retraction_date,retraction_reason,pubpeer_url,stat_audit_score,figure_forensics_score,methodology_score,citation_score,reproducibility_score,novelty_score,grim_score,sprite_score,granularity_score,pcurve_score,effect_size_score,retraction_score,cartel_score,llm_score,overall_risk_score,abstract_text,full_text_path,field_of_study,labeling_method,labeled_by,notes
SPB-0011,10.1093/jbmr/zjaf010,"RETRACTED: Comparative cardiovascular safety of romosozumab versus bisphosphonates in Japanese patients with osteoporosis: a new-user, active comparator design with instrumental variable analyses.","Tominaga Ryoji, Ikenoue Tatsuyoshi, Ishii Ryosuke, Niihata Kakuya, Aita Tetsuro, et al.",2026,Journal of bone and mineral research : the official journal of the American Society for Bone and Mineral Research,pubmed_retracted,CONFIRMED_FRAUD,1,0.7,FAB-01,,Retraction notice found in PubMed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7,,,,auto_pubmed,scipeerai_collector_v1,pmid:39823291
SPB-0012,10.1080/01635581.2025.2497095,Ketogenic Diets Are Associated with an Elevated Risk for All Cancers: Insights from a Cross-Sectional Analysis of the NHANES 2001-2018.,"Liu Yuping, Qu Xiaolong, Liu Dingsheng, Yang Dongming",2025,Nutrition and cancer,pubmed_retracted,CONFIRMED_FRAUD,1,0.7,FAB-01,,Retraction notice found in PubMed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7,"Ketogenic diet (KD) has increasingly been applied in anti-cancer therapy in recent years; however, its effect on cancer development risk remains controversial. We examined the association between dietary ketogenic ratio (DKR) and cancer incidence using cross-sectional data from the National Health and Nutrition Examination Survey (NHANES) conducted between 2001 and 2018. Dietary intake information was collected via a detailed 24-h dietary recall survey, and DKR values were calculated using a specialized formula. Multivariate logistic regression analysis was performed to evaluate the correlation between DKR and tumor occurrence, with restricted cubic splines (RCS) utilized to assess potential nonlinear relationships. Furthermore, a two-stage linear regression analysis was carried out to determine the inflection point. Furthermore, subgroup analyses were conducted stratified by demographic variables, including age, gender, race, body mass index (BMI), smoking status, and diabetes mellitu",,,auto_pubmed,scipeerai_collector_v1,pmid:40641124
SPB-0013,10.1038/s41388-025-03410-3,Non-classic deubiquitinase USP13 inhibits bladder cancer metastasis through destabilizing cytoplasmic KDM3A.,"Hu Hongji, Zhan Xiangpeng, Xiong Yunqiang, Yuan Ruize, Du Yuanzhuo, et al.",2025,Oncogene,pubmed_retracted,CONFIRMED_FRAUD,1,0.7,FAB-01,,Retraction notice found in PubMed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7,"Bladder cancer (BLCa) metastasis is a predominant cause of death for bladder cancer patients. Histone demethylase KDM3A specifically removes the repressive mono- or di-methyl marks from H3K9 and thus contributes to the activation of gene transcription. However, the underlying mechanisms of KDM3A in bladder cancer are poorly understood. Here, we report that high levels of KDM3A are associated with bladder cancer clinical progression. KDM3A silencing inhibits bladder cancer cell growth, cell migration and invasion in vitro and in vivo. Mechanistically, we identify that non-classic deubiquitinase USP13 interacts with KDM3A to promote its degradation in cytoplasm via the proteasome-specific pathway. USP13 was significantly down-regulated in bladder cancer tissues and negatively associated with KDM3A expression. Furthermore, we show in bladder injected-liver metastasis xenograft model that USP13 inhibits bladder cancer metastasis through destabilizing cytoplasmic KDM3A. Collectively, our fi",,,auto_pubmed,scipeerai_collector_v1,pmid:40253486
SPB-0014,10.3389/fimmu.2024.1410904,Fexuprazan safeguards the esophagus from hydrochloric acid-induced damage by suppressing NLRP1/Caspase-1/GSDMD pyroptotic pathway.,"Kim Seo Yeon, Yoon Jung-Ho, Jung Da Hyun, Kim Ga Hee, Kim Chul Hoon, et al.",2024,Frontiers in immunology,pubmed_retracted,CONFIRMED_FRAUD,1,0.7,FAB-01,,Retraction notice found in PubMed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7,"Proton pump inhibitors (PPIs) and potassium-competitive acid blockers (P-CABs) are widely used to manage gastric acid-related disorders by inhibiting hydrochloric acid (HCl) secretion from parietal cells in the stomach. Although PPIs are known to have anti-inflammatory properties beyond their role in inhibiting gastric acid secretion, research on P-CABs is lacking. In this study, we aimed to investigate whether all available P-CABs exhibit anti-inflammatory effects in gastroesophageal reflux-induced esophagitis and to elucidate the underlying mechanisms. Het-1A cells, normal esophageal epithelial cells, were treated with HCl (pH 4) for 30 min. Esomeprazole, a representative PPI, and three currently marketed P-CABs (vonoprazan, tegoprazan, and fexuprazan) were used for pretreatment. Total RNA sequencing was performed using Het-1A cells pretreated with 1% DMSO or fexuprazan, followed by exposure to HCl. Pyroptosis was measured using lactate dehydrogenase (LDH) release and Annexin V-FITC/",,,auto_pubmed,scipeerai_collector_v1,pmid:39737189
SPB-0015,10.1016/j.amjmed.2025.03.011,WITHDRAWN: Pharmacogenomics: Implementation of Precision Medicine.,"Alpert Joseph S, Chen Qin M, Mulyar Oleh Alex, Acharya Deepak, Hung Olivia, et al.",2025,The American journal of medicine,pubmed_retracted,CONFIRMED_FRAUD,1,0.7,FAB-01,,Retraction notice found in PubMed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7,,,,auto_pubmed,scipeerai_collector_v1,pmid:40090392
SPB-0016,10.1002/advs.202503897,Histone Lactylation-Driven Upregulation of VRK1 Expression Promotes Stemness and Proliferation of Glioma Stem Cells.,"Li Jinna, Tang Chenyue, Zhang Xuefeng, Xing Rui, Guo Qing",2025,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",pubmed_retracted,CONFIRMED_FRAUD,1,0.7,FAB-01,,Retraction notice found in PubMed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7,"Glioblastoma (GBM) is the most malignant primary brain tumor in adults, with glioma stem cells (GSCs) as a subpopulation contributing to treatment resistance and recurrence. This study investigates the role of lactate and its regulatory gene, vaccinia-related kinase 1 (VRK1), in the regulation of GSC stemness. Utilizing multiple glioma-related databases and patient-derived GSCs, it is discovered that lactate enhances the stemness and proliferation of GSCs via VRK1. Mechanistically, lactate promotes histone lactylation (H3K18la) at the VRK1 promoter in GSCs, thereby upregulating VRK1 expression. VRK1 enhances Y-box binding protein 1 (YBX1) protein stability by inhibiting its ubiquitination and degradation, and phosphorylates YBX1 to promote its nuclear translocation, thereby regulating GSC stemness and proliferation via the YBX1/SOX2 pathway. Additionally, the VRK1-targeted nanoliposome A/TMZ-siVRK1 effectively suppresses the stemness and proliferation of GSCs, demonstrating its therape",,,auto_pubmed,scipeerai_collector_v1,pmid:40990975
SPB-0017,10.1016/j.redox.2025.103806,Extracellular vesicle-mediated delivery of mitochondrial circRNA MTCO2 protects against cerebral ischemia by modulating mPTP-dependent ferroptosis.,"Yang Jialei, Wu Shipo, He Miao",2025,Redox biology,pubmed_retracted,CONFIRMED_FRAUD,1,0.7,FAB-01,,Retraction notice found in PubMed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7,"Ischemic stroke remains a major cause of mortality and long-term disability, with few effective neuroprotective treatments currently available. Ferroptosis, an iron-dependent form of regulated cell death marked by lipid peroxidation, is increasingly recognized as a driver of neuronal damage. However, the mitochondrial mechanisms linking ischemia to ferroptosis remain poorly defined. Here, we identify circMTCO2, a mitochondria-encoded circular RNA, as a novel endogenous modulator of neuronal ferroptosis. CircMTCO2 expression is dynamically downregulated following cerebral ischemia/reperfusion both in vitro and in vivo. Mechanistically, circMTCO2 binds directly to adenine nucleotide translocase 1 (ANT1), a key component of the mitochondrial permeability transition pore (mPTP), thereby inhibiting mPTP opening and suppressing mitochondrial ROS (mtROS) release. Disruption of the binding site abolishes the circMTCO2-ANT1 interaction and eliminates the protective effects of circMTCO2. To rest",,,auto_pubmed,scipeerai_collector_v1,pmid:40768899
SPB-0018,10.1016/j.lfs.2025.123819,Dapagliflozin attenuates diabetic cardiomyopathy via NRF2 protein upregulation-driven glutathione synthesis to inhibit myocardial ferroptosis.,"Chen Xuepin, Wang Tianying, Gao Yan, Wang Guoan, Zhuang Likun, et al.",2025,Life sciences,pubmed_retracted,CONFIRMED_FRAUD,1,0.7,FAB-01,,Retraction notice found in PubMed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7,"Ferroptosis has emerged as a critical pathological mechanism contributing to the development and progression of type 2 diabetic cardiomyopathy (DCM). Dapagliflozin (DAPA), a sodium-glucose co-transporter 2 inhibitor (SGLT2i) with established cardiovascular benefits, however, DAPA's efficacy in modulating ferroptosis during type 2 DCM remains to be elucidated. In vivo, using a spontaneously diabetic Goto-Kakizaki (GK) rat model, we conducted proteomic profiling revealing distinct myocardial ferroptosis signatures associated with dysregulated glutathione metabolism across normal control, GK and GK + DAPA groups. Subsequent validation demonstrated characteristic ferroptosis markers in diabetic myocardium, including elevated Fe<sup>2+</sup> level, increased Fe<sup>3+</sup> deposition, heightened malondialdehyde (MDA)-mediated lipid peroxidation, and ultrastructural mitochondrial aberrations. DAPA administration (5 mg/kg/d) significantly restored glutathione homeostasis, mitigated myocardia",,,auto_pubmed,scipeerai_collector_v1,pmid:40550388
SPB-0019,10.1053/j.semnuclmed.2025.06.005,Radiotracing the Future: Non-FDG Radiotracers Nuclear Medicine.,"Fuso Giuseppe Arturo, Bianciardi Gianfilippo, Mei Riccardo, Brusa Irene, Emiliani Stefano, et al.",2025,Seminars in nuclear medicine,pubmed_retracted,CONFIRMED_FRAUD,1,0.7,FAB-01,,Retraction notice found in PubMed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7,"Positron Emission Tomography/Computed Tomography (PET/CT) is an advanced hybrid imaging modality that synergistically combines metabolic and anatomical data, revolutionizing diagnostic accuracy and therapeutic monitoring in various pathologies. While 18F-fluorodeoxyglucose (FDG) remains the cornerstone radiotracer for many oncologic and nononcologic applications, its limitations-such as nonspecific uptake in inflammation and limited sensitivity in certain tumor subtypes-have catalyzed the development and clinical adoption of non-FDG radiotracers. These novel agents exhibit diverse biological targets, enabling more precise characterization of tissue physiology and pathology. Among them, radiotracers such as 68Ga-DOTA Peptides, 18F-fluciclovine, 68Ga-PSMA, 11C-choline, and 18F-FDOPA have demonstrated utility in neuroendocrine tumors, prostate cancer, gliomas, and parkinsonian syndromes. Their application enhances disease detection, improves staging and restaging accuracy, and supports th",,,auto_pubmed,scipeerai_collector_v1,pmid:40675900
SPB-0020,10.1016/j.jcpo.2025.100615,Evidence on vaping e-cigarettes as a risk factor for cancer: A systematic review.,"de Oliveira Guilherme Guedes, Magalhães Liberato Rebeca Milka Lemos, de Souza Amaxsell Thiago Barros, Sarmento Ayane Cristine Alves, de Moura Santos Edilmar, et al.",2025,Journal of cancer policy,pubmed_retracted,CONFIRMED_FRAUD,1,0.7,FAB-01,,Retraction notice found in PubMed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7,"This review aims to evaluate the association between e-cigarette use and cancer risk. A systematic review was conducted following the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) statement. Studies were sourced from PubMed/MEDLINE, LILACS, Embase, Web of Science, and Scopus up to September 2024. Observational studies evaluating the association between e-cigarette use and cancer risk were included. Data selection and extraction were performed independently and in pairs. The risk of bias was assessed using the Newcastle-Ottawa Scale (NOS) for cohort and case-control studies and the Joanna Briggs Institute (JBI) critical appraisal tool for cross-sectional studies. Ten studies were included in the final analysis, a total of 143,975 patients. Skin cancer represented 7 % (n = 635) of cases, followed by breast cancer at 4 % (n = 370), prostate cancer at 2 % (n = 234), melanoma at 1.4 % (n = 118), and colon cancer 1.2 % (n = 106). A single study identified associ",,,auto_pubmed,scipeerai_collector_v1,pmid:40691942
SPB-0021,10.1177/13860291241291331,Value of blood perfusion index in guiding fluid resuscitation against septic shock.,"Lin Leqing, Liang Dongcheng, Yuan Wanrou, Mao Fengkai, Wang Baiyong, et al.",2025,Clinical hemorheology and microcirculation,pubmed_retracted,CONFIRMED_FRAUD,1,0.7,FAB-01,,Retraction notice found in PubMed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7,"ObjectiveSeptic shock is a serious medical condition characterized by extreme inflammation and blood vessel permeability. Fluid resuscitation is a crucial treatment for septic shock, but the optimal approach for fluid management remains controversial. In this study, we explored how blood perfusion index (PI) monitoring can help direct fluid resuscitation therapy for septic shock.MethodsBetween January 2019 and December 2021, 50 patients with septic shock were admitted to The Affiliated Hospital of Hangzhou Normal University and randomly assigned to either a control or study group (25 cases each). All patients were given the sepsis treatment bundle recommended by the 2018 guidelines and were subjected to Pulse Indicator Continuous Cardiac Output (PiCCO) -based hemodynamic monitoring. Fluid resuscitation was administered based on specific indicators in the control group. We used PI to direct fluid resuscitation in the research group. Several parameters were assessed, including blood lact",,,auto_pubmed,scipeerai_collector_v1,pmid:40434088
SPB-0022,10.1007/s00280-025-04749-w,New recommendations for reversal of high-dose methotrexate cytotoxicity with folinic acid.,"Heldrup Jesper, Bleyer Archie, Ramsey Laura, Schaff Lauren, Bernhardt Brooke, et al.",2025,Cancer chemotherapy and pharmacology,pubmed_retracted,CONFIRMED_FRAUD,1,0.7,FAB-01,,Retraction notice found in PubMed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7,"Folinic acid (FA) rescue protocols to counter the adverse effects of high-dose methotrexate (HDMTX) vary widely, and the risk of over-rescue and potential adverse effects of excessive FA (e.g., hypercalcemia) are under-recognized issues when providing augmented rescue in cases of delayed methotrexate elimination (DME). This opinion summary defines over-rescue, describes its potential adverse impacts, highlights the risk of hypercalcemia associated with excessive FA dosing in patients with acute kidney injury (AKI) from HDMTX, and provides recommendations to improve safety and efficacy of FA rescue in patients receiving HDMTX. A multidisciplinary panel of experts with clinical experience in HDMTX treatment convened in three roundtable meetings to coalesce expert opinion and best published evidence on the pharmacology and clinical effects and interactions of FA and HDMTX. The type of FA (calcium folinate, calcium levofolinate, sodium levofolinate), dose, and frequency of FA administratio",,,auto_pubmed,scipeerai_collector_v1,pmid:40075030
SPB-0023,10.3389/fimmu.2025.1630015,Regulated programmed cell death in acute lung injury: from pathogenesis to therapy.,"Liu Shi-Wen, Chen Yi-Jian, Liu Yi, Zhou Wen, Liu Xuan",2025,Frontiers in immunology,pubmed_retracted,CONFIRMED_FRAUD,1,0.7,FAB-01,,Retraction notice found in PubMed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7,"Acute lung injury (ALI) is a common, life-threatening lung disease with a high mortality rate, primarily associated with acute and severe inflammation of the lungs. There are many factors that lead to ALI, and abnormally advanced regulated programmed cell death (RCD) is considered to be an important process in the pathological process of ALI. Various forms of RCD have been discovered in recent years, including apoptosis, necroptosis, autophagy, ferroptosis and pyroptosis. Unlike necrosis, RCD is an active cell death mediated by a series of gene expression events that is essential for eliminating unnecessary and damaged cells as well as defense mechanisms. Previous studies have shown that RCD has a strong relationship with ALI. Therefore, it is important to describe the role of RCD not only to enhance our understanding of the pathophysiological processes of ALI, but also to improve the functional recovery after ALI. This review reviews the roles and mechanisms of various RCD (apoptosis,",,,auto_pubmed,scipeerai_collector_v1,pmid:40771815
SPB-0024,10.1136/gutjnl-2025-334909,Unleashing the potential of exosome ncRNAs for early gastric cancer detection-a critical appraisal of machine learning approaches.,Zeng Xuefan,2025,Gut,pubmed_retracted,CONFIRMED_FRAUD,1,0.7,FAB-01,,Retraction notice found in PubMed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7,,,,auto_pubmed,scipeerai_collector_v1,pmid:39988361
